" Date","Type"," Amount"
"6/17/2023","Transfer","3979.31"
"8/2/2023","Transfer","2713.76"
"2/11/2023","Withdrawal","2201.36"
"12/15/2023","Deposit","1348.43"
"12/8/2023","Transfer","2743.49"
"3/8/2023","Withdrawal","3417.28"
"6/18/2023","Deposit","3000.28"
"6/1/2023","Withdrawal","1135.53"
"7/16/2023","Transfer","4516.49"
"1/13/2023","Withdrawal","1958.26"
"8/17/2023","Transfer","4425.61"
"6/11/2023","Withdrawal","1993.27"
"4/13/2023","Transfer","201.89"
"5/11/2023","Deposit","3692.39"
"4/6/2023","Withdrawal","4601.49"
"8/4/2023","Withdrawal","1281.25"
"7/20/2023","Deposit","2716.99"
"5/11/2023","Transfer","4040.02"
"7/21/2023","Transfer","1612.22"
"10/18/2023","Transfer","1438.01"
"10/3/2023","Deposit","2061.22"
"12/27/2023","Withdrawal","2757.37"
"11/28/2023","Withdrawal","2767.14"
"2/17/2023","Withdrawal","2436.91"
"2/12/2023","Deposit","4103.49"
"3/22/2023","Transfer","773.07"
"3/9/2023","Transfer","434.96"
"8/22/2023","Transfer","851.12"
"8/29/2023","Withdrawal","3522.98"
"7/18/2023","Deposit","734.77"
"7/2/2023","Transfer","1620.9"
"7/29/2023","Transfer","4399.61"
"6/3/2023","Withdrawal","709.74"
"6/8/2023","Transfer","2645.59"
"7/1/2023","Withdrawal","2535.14"
"7/3/2023","Transfer","179.89"
"2/25/2023","Withdrawal","585.92"
"5/7/2023","Withdrawal","4752.46"
"2/22/2023","Transfer","4805.52"
"7/19/2023","Withdrawal","4374.55"
"2/3/2023","Transfer","2164.98"
"2/15/2023","Transfer","2968.78"
"7/27/2023","Deposit","4122.52"
"12/6/2023","Transfer","3383.96"
"11/26/2023","Transfer","4476.71"
"2/19/2023","Deposit","1585.55"
"7/16/2023","Deposit","3124.51"
"1/11/2023","Withdrawal","2839.52"
"8/19/2023","Deposit","4923.13"
"3/27/2023","Deposit","4391.6"
"11/27/2023","Withdrawal","834.3"
"5/26/2023","Deposit","303.88"
"6/8/2023","Transfer","2237.55"
"11/14/2023","Deposit","2732.12"
"1/23/2023","Withdrawal","3951.43"
"12/26/2023","Transfer","807.04"
"6/30/2023","Withdrawal","4600.44"
"3/3/2023","Deposit","2862.22"
"3/15/2023","Transfer","4215.31"
"1/17/2023","Deposit","4184.02"
"10/24/2023","Withdrawal","4759.8"
"9/12/2023","Withdrawal","3297.09"
"12/31/2023","Deposit","3921.29"
"9/21/2023","Withdrawal","4104.43"
"11/1/2023","Deposit","2345.91"
"7/4/2023","Withdrawal","2167.08"
"6/30/2023","Withdrawal","4733.61"
"8/6/2023","Withdrawal","344.19"
"4/16/2023","Withdrawal","4765.19"
"2/24/2023","Transfer","2896.63"
"5/17/2023","Transfer","1480.46"
"10/15/2023","Deposit","2790.44"
"12/9/2023","Deposit","3192.58"
"12/18/2023","Deposit","562.82"
"2/26/2023","Deposit","3352.92"
"4/10/2023","Withdrawal","4513.87"
"1/5/2023","Withdrawal","4856.76"
"4/22/2023","Withdrawal","3002.95"
"4/5/2023","Deposit","1641.95"
"11/15/2023","Transfer","2821.73"
"8/11/2023","Deposit","24.21"
"7/5/2023","Transfer","4597"
"5/17/2023","Transfer","3925.35"
"8/13/2023","Withdrawal","840.53"
"9/8/2023","Withdrawal","3050.74"
"12/21/2023","Deposit","112.8"
"1/26/2023","Deposit","1088.05"
"7/10/2023","Transfer","858.36"
"7/13/2023","Transfer","789.19"
"10/17/2023","Withdrawal","2764.99"
"12/3/2023","Transfer","4822.49"
"1/6/2023","Transfer","660.38"
"11/14/2023","Deposit","4365.35"
"12/17/2023","Deposit","420.46"
"8/8/2023","Transfer","423.38"
"8/1/2023","Transfer","3144.11"
"3/16/2023","Transfer","2876.78"
"11/6/2023","Deposit","1727.7"
"6/13/2023","Deposit","2671.61"
"8/19/2023","Withdrawal","3777.03"
"8/28/2023","Withdrawal","3868.74"
"4/1/2023","Withdrawal","69.8"
"12/6/2023","Withdrawal","399.64"
"4/23/2023","Deposit","27.12"
"12/6/2023","Withdrawal","88.05"
"5/10/2023","Deposit","4199.8"
"4/11/2023","Deposit","426.93"
"1/27/2023","Withdrawal","3557.92"
"1/18/2023","Deposit","4900.36"
"7/24/2023","Transfer","4106.34"
"7/29/2023","Withdrawal","341.32"
"1/11/2023","Withdrawal","4470.46"
"1/4/2023","Transfer","4791.26"
"4/13/2023","Withdrawal","3534.8"
"7/24/2023","Deposit","3085.39"
"3/24/2023","Deposit","3012.96"
"2/12/2023","Deposit","4103.06"
"9/9/2023","Withdrawal","2771.73"
"2/8/2023","Transfer","1675.56"
"11/11/2023","Transfer","4852.47"
"6/2/2023","Withdrawal","251.81"
"12/1/2023","Deposit","3330.09"
"8/31/2023","Deposit","2932.28"
"3/25/2023","Withdrawal","3199.36"
"12/3/2023","Withdrawal","3214.61"
"2/24/2023","Deposit","626.41"
"11/17/2023","Withdrawal","676.22"
"4/3/2023","Transfer","346.19"
"4/18/2023","Transfer","4692.53"
"12/5/2023","Withdrawal","3053.42"
"12/16/2023","Deposit","394.78"
"8/8/2023","Transfer","2173.95"
"2/6/2023","Withdrawal","1803.02"
"8/22/2023","Deposit","749.54"
"5/2/2023","Withdrawal","4111.87"
"3/16/2023","Withdrawal","3880.27"
"7/27/2023","Withdrawal","2325.73"
"12/4/2023","Withdrawal","2617.11"
"11/6/2023","Withdrawal","2187.79"
"3/14/2023","Deposit","2759.59"
"4/1/2023","Transfer","3665.49"
"11/4/2023","Deposit","4381.09"
"10/21/2023","Transfer","2965.68"
"10/27/2023","Withdrawal","637.73"
"12/9/2023","Withdrawal","3862.56"
"8/23/2023","Deposit","1867.67"
"11/14/2023","Deposit","3153.09"
"8/2/2023","Transfer","1000.96"
"3/9/2023","Withdrawal","825.41"
"8/12/2023","Deposit","272.84"
"8/4/2023","Withdrawal","1579.13"
"6/15/2023","Withdrawal","2989.75"
"3/2/2023","Withdrawal","1600.69"
"10/11/2023","Transfer","1211.99"
"3/11/2023","Withdrawal","4974.38"
"12/19/2023","Transfer","4994.22"
"1/31/2023","Deposit","3028.69"
"7/4/2023","Deposit","1624.72"
"5/7/2023","Withdrawal","4309.53"
"5/18/2023","Withdrawal","3686.58"
"5/20/2023","Transfer","3083.53"
"9/20/2023","Withdrawal","4542.19"
"3/29/2023","Withdrawal","2232.11"
"6/5/2023","Withdrawal","1284.73"
"11/27/2023","Transfer","4835.55"
"10/3/2023","Transfer","4302.62"
"4/30/2023","Withdrawal","4561.21"
"11/17/2023","Withdrawal","4591.85"
"6/13/2023","Deposit","1919.24"
"11/22/2023","Transfer","4305.43"
"5/18/2023","Deposit","4447.5"
"8/19/2023","Withdrawal","2742.46"
"10/27/2023","Withdrawal","3130.04"
"7/21/2023","Withdrawal","2891.71"
"3/31/2023","Withdrawal","89.98"
"8/21/2023","Transfer","2682.31"
"3/15/2023","Withdrawal","198.81"
"10/16/2023","Deposit","2260.86"
"6/14/2023","Deposit","237.97"
"5/21/2023","Deposit","2282.23"
"12/24/2023","Transfer","1530.7"
"12/16/2023","Deposit","3871.89"
"3/29/2023","Transfer","2400.71"
"12/20/2023","Transfer","2565.35"
"10/20/2023","Withdrawal","4519.39"
"1/19/2023","Transfer","2416.67"
"11/18/2023","Transfer","790.29"
"1/30/2023","Transfer","571.76"
"8/2/2023","Withdrawal","1536.05"
"9/9/2023","Withdrawal","1334.23"
"6/17/2023","Withdrawal","4094.29"
"5/23/2023","Deposit","3796.83"
"7/17/2023","Deposit","302.53"
"12/22/2023","Transfer","1012.99"
"12/30/2023","Deposit","2249.64"
"12/2/2023","Withdrawal","445.12"
"3/26/2023","Deposit","839.43"
"12/20/2023","Withdrawal","4543.14"
"4/14/2023","Deposit","2710.57"
"4/28/2023","Withdrawal","3985.26"
"2/7/2023","Deposit","1659.44"
"5/16/2023","Transfer","1880.2"
"3/17/2023","Deposit","4293.18"
"10/22/2023","Deposit","3289.33"
"11/12/2023","Transfer","3395.12"
"4/19/2023","Transfer","3198.31"
"2/25/2023","Withdrawal","2710.26"
"1/18/2023","Transfer","4955.74"
"4/14/2023","Deposit","4472.1"
"5/29/2023","Withdrawal","3557.41"
"8/7/2023","Deposit","3394.01"
"1/6/2023","Withdrawal","430.48"
"6/8/2023","Withdrawal","2431.07"
"4/8/2023","Transfer","2485.07"
"11/23/2023","Deposit","269.18"
"9/8/2023","Withdrawal","3780.45"
"3/2/2023","Withdrawal","19.81"
"3/9/2023","Withdrawal","2131.79"
"9/10/2023","Withdrawal","4517.22"
"11/13/2023","Transfer","1708.39"
"4/22/2023","Transfer","2917.41"
"1/17/2023","Deposit","1546.69"
"6/6/2023","Withdrawal","903.12"
"3/8/2023","Deposit","3652.79"
"11/11/2023","Deposit","1030.81"
"1/3/2023","Transfer","370.25"
"4/13/2023","Withdrawal","2181.3"
"6/4/2023","Transfer","3547.29"
"1/1/2023","Withdrawal","2904.23"
"12/1/2023","Withdrawal","1229.58"
"11/30/2023","Deposit","4090.59"
"1/4/2023","Deposit","494.49"
"7/22/2023","Transfer","3354.88"
"2/2/2023","Transfer","3037.32"
"1/11/2023","Withdrawal","4495.62"
"7/23/2023","Deposit","2639.36"
"7/26/2023","Deposit","4096.73"
"7/4/2023","Withdrawal","1084.32"
"6/3/2023","Transfer","2731.12"
"12/10/2023","Withdrawal","2667.82"
"7/1/2023","Deposit","1483.71"
"6/4/2023","Transfer","35.38"
"8/16/2023","Withdrawal","3723.81"
"4/12/2023","Deposit","1989.4"
"7/1/2023","Transfer","1507.47"
"9/15/2023","Withdrawal","978.51"
"9/22/2023","Transfer","4260.07"
"3/13/2023","Withdrawal","1676.04"
"12/26/2023","Deposit","1027.72"
"11/16/2023","Withdrawal","2622.05"
"8/29/2023","Withdrawal","3911.43"
"4/25/2023","Deposit","3016.3"
"3/6/2023","Transfer","4801.36"
"10/4/2023","Transfer","4784.28"
"5/23/2023","Deposit","4512.84"
"8/5/2023","Deposit","2830.12"
"6/16/2023","Transfer","3843.67"
"1/16/2023","Deposit","1449.63"
"2/4/2023","Transfer","2881.05"
"10/6/2023","Deposit","341.81"
"5/20/2023","Deposit","1324.53"
"8/28/2023","Deposit","1633.45"
"11/4/2023","Deposit","1812.6"
"10/2/2023","Deposit","813.47"
"12/20/2023","Deposit","425.49"
"4/25/2023","Transfer","2896.07"
"3/28/2023","Deposit","2461.7"
"5/19/2023","Withdrawal","2926.82"
"2/12/2023","Transfer","655.23"
"12/20/2023","Withdrawal","4738.98"
"3/10/2023","Deposit","2072.64"
"6/14/2023","Transfer","2252.87"
"6/2/2023","Withdrawal","2739.36"
"6/1/2023","Deposit","3453.73"
"4/16/2023","Transfer","1930.44"
"10/17/2023","Deposit","724.32"
"12/4/2023","Withdrawal","3917.77"
"12/25/2023","Transfer","1310.18"
"3/20/2023","Transfer","2219.9"
"4/21/2023","Transfer","3165.32"
"9/25/2023","Transfer","4827.18"
"5/28/2023","Transfer","177.59"
"12/1/2023","Withdrawal","2599.15"
"12/2/2023","Transfer","4681.26"
"11/13/2023","Transfer","1283.18"
"3/12/2023","Deposit","570.37"
"8/29/2023","Transfer","2988.23"
"8/16/2023","Withdrawal","769.44"
"5/30/2023","Withdrawal","4395.57"
"3/14/2023","Withdrawal","3618.63"
"1/17/2023","Deposit","613.91"
"4/7/2023","Transfer","2891.47"
"9/15/2023","Withdrawal","145.3"
"9/20/2023","Transfer","4227.4"
"8/11/2023","Withdrawal","1035.13"
"1/14/2023","Withdrawal","3661.76"
"9/17/2023","Withdrawal","540.55"
"6/22/2023","Deposit","2367.4"
"7/10/2023","Transfer","4646.86"
"9/23/2023","Transfer","381.64"
"2/14/2023","Transfer","1483.9"
"8/4/2023","Transfer","3915.3"
"10/27/2023","Withdrawal","2322.18"
"7/2/2023","Transfer","3255.01"
"5/26/2023","Deposit","4061.92"
"1/11/2023","Deposit","3922.41"
"8/30/2023","Deposit","1982.91"
"7/1/2023","Transfer","2158.81"
"5/9/2023","Deposit","2859.89"
"2/22/2023","Withdrawal","622.57"
"12/18/2023","Deposit","4348.92"
"7/27/2023","Transfer","476.49"
"7/25/2023","Withdrawal","932.22"
"2/2/2023","Deposit","4724.55"
"3/24/2023","Transfer","1416.38"
"1/25/2023","Transfer","1228.63"
"3/15/2023","Transfer","2132.48"
"5/12/2023","Withdrawal","3624.19"
"6/1/2023","Transfer","1837.45"
"7/9/2023","Deposit","4374.88"
"12/6/2023","Deposit","755.31"
"8/6/2023","Deposit","598.54"
"11/14/2023","Transfer","396.23"
"8/13/2023","Transfer","1498.81"
"11/14/2023","Deposit","1005.79"
"3/17/2023","Withdrawal","2312.04"
"6/15/2023","Withdrawal","4978.54"
"5/25/2023","Withdrawal","4344.02"
"1/10/2023","Withdrawal","4475.87"
"6/20/2023","Transfer","4155.39"
"10/16/2023","Withdrawal","1365.83"
"2/6/2023","Deposit","1139.36"
"4/30/2023","Transfer","3663.23"
"6/23/2023","Transfer","2998.84"
"12/31/2023","Deposit","1038.56"
"2/7/2023","Deposit","4837.02"
"1/21/2023","Withdrawal","2126.82"
"6/10/2023","Transfer","4073.98"
"8/6/2023","Withdrawal","378.29"
"9/1/2023","Withdrawal","185.48"
"2/12/2023","Transfer","2284.47"
"4/28/2023","Deposit","605.76"
"4/4/2023","Transfer","4896.53"
"11/20/2023","Deposit","4061.98"
"7/17/2023","Deposit","2275.83"
"9/8/2023","Withdrawal","4897.78"
"7/11/2023","Withdrawal","1198.99"
"11/16/2023","Withdrawal","3398.09"
"5/5/2023","Transfer","97.47"
"2/6/2023","Transfer","1867.6"
"3/20/2023","Deposit","405.83"
"4/14/2023","Deposit","1843.2"
"5/31/2023","Transfer","1909.19"
"8/22/2023","Transfer","1882.1"
"3/14/2023","Deposit","2078.01"
"2/3/2023","Deposit","3088.1"
"12/29/2023","Transfer","955.24"
"6/11/2023","Withdrawal","1179.64"
"7/27/2023","Transfer","3230.7"
"9/17/2023","Withdrawal","2336.52"
"12/3/2023","Withdrawal","817.98"
"7/23/2023","Transfer","3938.35"
"7/16/2023","Deposit","4655.1"
"8/18/2023","Withdrawal","2332.02"
"4/10/2023","Transfer","3074.01"
"4/4/2023","Withdrawal","4078.57"
"3/4/2023","Withdrawal","4819.12"
"11/30/2023","Deposit","4846.05"
"7/13/2023","Withdrawal","4614.96"
"10/11/2023","Transfer","4081.9"
"10/4/2023","Withdrawal","2134.63"
"7/26/2023","Transfer","3351.52"
"12/30/2023","Withdrawal","3819.47"
"3/28/2023","Deposit","468.59"
"5/18/2023","Deposit","590.66"
"1/26/2023","Withdrawal","3529.94"
"10/17/2023","Deposit","3337.9"
"9/15/2023","Withdrawal","4021.25"
"6/21/2023","Withdrawal","931.05"
"8/27/2023","Deposit","4684.03"
"2/12/2023","Deposit","1199.4"
"11/4/2023","Withdrawal","684.15"
"4/20/2023","Transfer","1628.43"
"5/27/2023","Transfer","4044.73"
"5/3/2023","Deposit","150.91"
"11/1/2023","Deposit","1141.89"
"8/27/2023","Transfer","4778.45"
"7/10/2023","Transfer","94.88"
"4/26/2023","Withdrawal","1398.51"
"6/6/2023","Deposit","1635.6"
"11/28/2023","Withdrawal","4620.32"
"7/26/2023","Withdrawal","4257.53"
"2/22/2023","Transfer","2305.84"
"4/8/2023","Withdrawal","1594.61"
"1/28/2023","Deposit","4722.69"
"8/1/2023","Deposit","949.62"
"5/25/2023","Deposit","2389.34"
"9/2/2023","Withdrawal","2098.01"
"9/5/2023","Withdrawal","4676.67"
"12/4/2023","Deposit","3781.49"
"1/24/2023","Transfer","2322.25"
"9/10/2023","Transfer","3039.19"
"12/10/2023","Deposit","4538.53"
"11/28/2023","Withdrawal","4157.83"
"2/5/2023","Withdrawal","3081.11"
"7/16/2023","Withdrawal","4577.44"
"7/3/2023","Withdrawal","1907.63"
"3/8/2023","Deposit","3668.57"
"2/2/2023","Withdrawal","90.41"
"6/16/2023","Deposit","2919.04"
"12/6/2023","Deposit","693.52"
"7/5/2023","Withdrawal","2626.26"
"1/12/2023","Transfer","1240.09"
"9/2/2023","Withdrawal","1909.61"
"3/25/2023","Transfer","3962.9"
"12/3/2023","Transfer","302.44"
"2/12/2023","Deposit","2691.63"
"4/17/2023","Transfer","732.92"
"1/13/2023","Transfer","2870.47"
"12/5/2023","Deposit","3171.63"
"3/31/2023","Withdrawal","918.61"
"4/26/2023","Transfer","39.77"
"4/16/2023","Withdrawal","436.41"
"6/22/2023","Deposit","3451.17"
"12/11/2023","Transfer","1906.69"
"1/23/2023","Deposit","1870.75"
"10/18/2023","Deposit","3462.53"
"8/29/2023","Deposit","2490.69"
"4/6/2023","Transfer","3189.06"
"11/6/2023","Deposit","4597.45"
"5/5/2023","Withdrawal","2539.25"
"8/22/2023","Deposit","3193.8"
"6/26/2023","Transfer","3202.17"
"3/11/2023","Transfer","2678.15"
"7/25/2023","Transfer","3325.52"
"8/21/2023","Withdrawal","4173.38"
"4/30/2023","Transfer","4041.08"
"10/20/2023","Withdrawal","295.78"
"4/29/2023","Deposit","4759.42"
"1/22/2023","Withdrawal","4237.53"
"9/6/2023","Deposit","4853.31"
"7/31/2023","Deposit","978.46"
"7/4/2023","Deposit","2686.68"
"11/23/2023","Transfer","2205.07"
"7/7/2023","Withdrawal","1891.02"
"7/2/2023","Transfer","2038.51"
"2/10/2023","Transfer","4519.07"
"1/28/2023","Withdrawal","3495.25"
"10/14/2023","Deposit","1630.5"
"1/21/2023","Withdrawal","1900.6"
"3/15/2023","Transfer","2347.92"
"11/3/2023","Withdrawal","1840.98"
"2/5/2023","Deposit","1058.27"
"1/19/2023","Transfer","2182.38"
"9/19/2023","Withdrawal","406.84"
"6/25/2023","Deposit","4273.56"
"1/15/2023","Transfer","4126.1"
"4/20/2023","Transfer","4460.69"
"4/19/2023","Deposit","2235.09"
"5/4/2023","Withdrawal","3259.63"
"11/1/2023","Deposit","4051.87"
"1/18/2023","Transfer","1581.14"
"3/25/2023","Deposit","3170.59"
"7/12/2023","Transfer","2196.78"
"7/7/2023","Deposit","1874.82"
"6/13/2023","Withdrawal","4298.77"
"7/29/2023","Deposit","3124.15"
"1/20/2023","Transfer","3120.74"
"9/8/2023","Withdrawal","792.75"
"4/23/2023","Transfer","1741.12"
"11/13/2023","Withdrawal","4207.88"
"12/23/2023","Transfer","1075.33"
"11/11/2023","Transfer","4852.61"
"5/30/2023","Transfer","4161.06"
"11/20/2023","Withdrawal","1345.4"
"9/17/2023","Transfer","550.01"
"3/24/2023","Deposit","856.08"
"11/10/2023","Transfer","1218.59"
"2/27/2023","Transfer","1196.36"
"2/23/2023","Withdrawal","91.23"
"1/28/2023","Transfer","3579.36"
"12/27/2023","Transfer","4885.56"
"7/24/2023","Transfer","1439.31"
"2/26/2023","Transfer","91.23"
"3/5/2023","Transfer","4592.37"
"4/2/2023","Deposit","1038.94"
"10/13/2023","Deposit","45.7"
"12/8/2023","Withdrawal","1128.37"
"1/23/2023","Withdrawal","529.04"
"1/18/2023","Deposit","3632.97"
"9/11/2023","Withdrawal","18.19"
"3/22/2023","Deposit","2212.34"
"7/1/2023","Deposit","2464.84"
"12/17/2023","Withdrawal","3923.17"
"5/16/2023","Withdrawal","2616.6"
"4/17/2023","Transfer","632.44"
"5/14/2023","Deposit","2138.14"
"7/19/2023","Deposit","4673.61"
"9/11/2023","Deposit","1191.65"
"10/23/2023","Withdrawal","1504.35"
"6/28/2023","Deposit","4367.56"
"2/16/2023","Deposit","3931.96"
"8/11/2023","Withdrawal","1484.63"
"4/25/2023","Deposit","3544.78"
"11/22/2023","Deposit","434.73"
"7/15/2023","Transfer","2719.54"
"9/6/2023","Transfer","4356.17"
"8/14/2023","Transfer","4214.16"
"10/10/2023","Deposit","1022.2"
"2/23/2023","Transfer","2670.5"
"5/22/2023","Withdrawal","1998.32"
"8/21/2023","Transfer","2808.67"
"5/30/2023","Withdrawal","384.61"
"7/16/2023","Withdrawal","4906.96"
"2/25/2023","Withdrawal","2821.94"
"12/30/2023","Deposit","605.26"
"7/29/2023","Withdrawal","3214.92"
"11/12/2023","Deposit","48.49"
"2/20/2023","Withdrawal","42.27"
"5/8/2023","Deposit","903.94"
"9/14/2023","Withdrawal","1361.93"
"1/12/2023","Withdrawal","1323.17"
"1/24/2023","Deposit","2221.43"
"5/6/2023","Transfer","2570.84"
"11/27/2023","Withdrawal","2116.54"
"6/20/2023","Withdrawal","1875.7"
"4/15/2023","Transfer","3354"
"8/9/2023","Withdrawal","1249.2"
"2/26/2023","Deposit","3142.75"
"5/29/2023","Deposit","4783.77"
"2/9/2023","Withdrawal","2364.15"
"2/2/2023","Withdrawal","2560.88"
"6/10/2023","Deposit","3644.11"
"4/18/2023","Transfer","2541.9"
"3/6/2023","Withdrawal","728.1"
"3/17/2023","Deposit","3057.41"
"2/15/2023","Transfer","2548.78"
"12/30/2023","Withdrawal","4757.87"
"8/23/2023","Withdrawal","474.09"
"4/24/2023","Transfer","2686.98"
"11/4/2023","Withdrawal","3088.49"
"5/4/2023","Withdrawal","3103.27"
"10/13/2023","Deposit","307.91"
"5/23/2023","Transfer","1645.88"
"5/17/2023","Withdrawal","1320.09"
"9/4/2023","Deposit","3403.13"
"10/15/2023","Withdrawal","3679.71"
"3/13/2023","Deposit","1054.25"
"10/10/2023","Withdrawal","4132.14"
"2/11/2023","Withdrawal","2430.32"
"9/21/2023","Withdrawal","1322.17"
"8/9/2023","Withdrawal","1505.77"
"9/24/2023","Withdrawal","1325.05"
"8/31/2023","Transfer","3026.16"
"2/13/2023","Transfer","2640.06"
"10/16/2023","Transfer","4694.26"
"3/8/2023","Deposit","1375.71"
"11/7/2023","Transfer","1602.69"
"9/26/2023","Withdrawal","42.32"
"2/5/2023","Withdrawal","1498.71"
"3/28/2023","Transfer","1261.89"
"1/26/2023","Deposit","2015.96"
"10/21/2023","Withdrawal","2483.25"
"4/10/2023","Deposit","3354.55"
"5/31/2023","Withdrawal","967.52"
"5/16/2023","Deposit","2786.53"
"9/27/2023","Deposit","3645.93"
"10/7/2023","Deposit","1213.5"
"4/11/2023","Withdrawal","1762.55"
"6/2/2023","Withdrawal","1033.54"
"4/28/2023","Transfer","564.05"
"8/27/2023","Deposit","3783.46"
"1/17/2023","Deposit","1207.92"
"5/12/2023","Withdrawal","1844.17"
"9/8/2023","Deposit","1245.96"
"3/26/2023","Deposit","228.69"
"7/31/2023","Withdrawal","3647.66"
"12/31/2023","Withdrawal","3220.22"
"4/15/2023","Withdrawal","2385.87"
"12/3/2023","Withdrawal","3374.94"
"4/9/2023","Withdrawal","4234.03"
"2/10/2023","Withdrawal","3096.13"
"3/1/2023","Deposit","4534.86"
"3/28/2023","Withdrawal","1015.46"
"2/12/2023","Transfer","4417.95"
"11/4/2023","Deposit","2712.26"
"1/21/2023","Transfer","4209.71"
"6/1/2023","Withdrawal","3721.61"
"5/2/2023","Withdrawal","297.62"
"6/21/2023","Deposit","4190.6"
"7/30/2023","Withdrawal","1693.07"
"5/13/2023","Deposit","2121.44"
"10/27/2023","Deposit","65.26"
"8/7/2023","Withdrawal","3796.02"
"11/30/2023","Deposit","2340.12"
"3/6/2023","Deposit","4698.7"
"6/8/2023","Deposit","1412.18"
"10/28/2023","Withdrawal","2485.4"
"4/24/2023","Deposit","2061.56"
"3/15/2023","Transfer","3962.63"
"11/7/2023","Deposit","2682.86"
"3/1/2023","Deposit","2304.79"
"9/11/2023","Withdrawal","4734.63"
"8/31/2023","Deposit","1895.94"
"4/25/2023","Withdrawal","2455.19"
"10/22/2023","Deposit","2775.16"
"4/14/2023","Transfer","278.79"
"2/17/2023","Withdrawal","2637.3"
"3/21/2023","Transfer","1685.64"
"1/27/2023","Deposit","3254.73"
"9/29/2023","Transfer","3221.69"
"8/21/2023","Deposit","3559.38"
"9/11/2023","Deposit","2001.76"
"12/31/2023","Deposit","532.89"
"12/13/2023","Deposit","2201.37"
"5/17/2023","Deposit","2765.41"
"6/2/2023","Deposit","134"
"12/10/2023","Withdrawal","2741.34"
"2/27/2023","Deposit","2002.39"
"8/8/2023","Deposit","2397.5"
"1/18/2023","Deposit","1523.65"
"3/31/2023","Transfer","2465.78"
"11/26/2023","Transfer","4410.38"
"6/26/2023","Withdrawal","3941.37"
"2/13/2023","Transfer","3084.06"
"7/22/2023","Withdrawal","3136.62"
"4/20/2023","Deposit","4478"
"7/12/2023","Deposit","2403.68"
"12/3/2023","Withdrawal","2701.34"
"5/8/2023","Withdrawal","4302.29"
"1/10/2023","Withdrawal","3776.04"
"11/15/2023","Deposit","2170.98"
"4/4/2023","Transfer","1533.26"
"10/29/2023","Deposit","2593.92"
"8/13/2023","Withdrawal","611.85"
"9/15/2023","Deposit","3405.39"
"8/12/2023","Deposit","2327.59"
"9/16/2023","Deposit","2978.99"
"2/5/2023","Transfer","4232.53"
"9/18/2023","Transfer","1788.04"
"10/3/2023","Deposit","2490.87"
"9/16/2023","Deposit","2782.9"
"9/16/2023","Withdrawal","1408.07"
"12/22/2023","Deposit","1381.43"
"11/22/2023","Transfer","2635.85"
"8/16/2023","Transfer","1293.24"
"3/29/2023","Deposit","4307.4"
"10/30/2023","Transfer","4974.43"
"4/12/2023","Transfer","1062.15"
"10/20/2023","Transfer","2880.54"
"1/8/2023","Deposit","735.44"
"4/12/2023","Withdrawal","936"
"4/23/2023","Transfer","3832.19"
"7/27/2023","Withdrawal","1006.4"
"12/29/2023","Deposit","3747.52"
"2/14/2023","Withdrawal","2026.1"
"1/10/2023","Withdrawal","2402.5"
"12/8/2023","Withdrawal","1304.46"
"8/20/2023","Deposit","2749.42"
"8/21/2023","Deposit","1664.46"
"12/9/2023","Deposit","881.09"
"6/18/2023","Deposit","703.97"
"9/25/2023","Transfer","4998.29"
"8/25/2023","Deposit","1734.71"
"9/21/2023","Withdrawal","4026.57"
"10/28/2023","Withdrawal","1713.51"
"3/29/2023","Deposit","3118.57"
"6/3/2023","Transfer","4207.4"
"12/8/2023","Transfer","3483.21"
"4/17/2023","Deposit","354.69"
"8/5/2023","Transfer","971.95"
"6/8/2023","Withdrawal","4369.18"
"11/8/2023","Transfer","2361.4"
"12/20/2023","Transfer","2996.36"
"2/6/2023","Deposit","132.02"
"3/13/2023","Withdrawal","2441.71"
"5/1/2023","Transfer","2159.97"
"6/21/2023","Transfer","3434.12"
"8/15/2023","Withdrawal","1379.49"
"8/5/2023","Transfer","3722.02"
"4/5/2023","Withdrawal","3357.77"
"6/26/2023","Transfer","2553.46"
"3/28/2023","Deposit","1884.5"
"4/12/2023","Transfer","1516.94"
"11/20/2023","Transfer","2680.15"
"12/22/2023","Transfer","2888.35"
"5/7/2023","Withdrawal","2246.18"
"3/11/2023","Withdrawal","1609.67"
"8/11/2023","Deposit","4400.7"
"9/17/2023","Deposit","1557.96"
"10/4/2023","Deposit","3364.11"
"10/25/2023","Deposit","4525.08"
"3/25/2023","Deposit","3237.78"
"5/14/2023","Withdrawal","1835.96"
"9/12/2023","Deposit","1493.07"
"1/11/2023","Transfer","4268.47"
"7/29/2023","Deposit","2454.88"
"3/14/2023","Deposit","2970.91"
"5/20/2023","Deposit","2985.54"
"10/14/2023","Deposit","2673.67"
"6/8/2023","Withdrawal","4657.32"
"6/20/2023","Deposit","4655.86"
"7/5/2023","Withdrawal","211.7"
"2/19/2023","Deposit","2533.27"
"9/4/2023","Withdrawal","2832.18"
"12/20/2023","Deposit","4628.54"
"7/27/2023","Transfer","357.59"
"2/10/2023","Withdrawal","3947.48"
"4/22/2023","Withdrawal","3215.67"
"7/23/2023","Deposit","3665.17"
"7/24/2023","Withdrawal","1465.61"
"6/21/2023","Withdrawal","3735.6"
"5/7/2023","Withdrawal","1420.53"
"3/7/2023","Transfer","3381.58"
"9/28/2023","Deposit","3937.24"
"2/3/2023","Transfer","3918.7"
